Id_planet,Name,Distance,Stellar_magnitude,Planet_type,Discovery_year,Mass_multiplier,Mass_wrt,Radius_multiplier,Radius_wrt,Orbital_radius,Orbital_period,Eccentricity,Detection_method,Status_Exploration,ID_Vessel
809,HD 19994 b,73.000000,506.345001,Gas Giant,2003,1.370000,Jupiter,1.210000,Jupiter,1.305000,1.276000,0.060000,Radial Velocity,0,0
810,HD 20003 b,136.000000,8.390000,Neptune-like,2019,11.660000,Earth,306.000000,Jupiter,974.000000,3.230000,0.360000,Radial Velocity,0,0
811,HD 20003 c,136.000000,8.390000,Neptune-like,2019,14.440000,Earth,347.000000,Jupiter,1.964000,9.281000,0.100000,Radial Velocity,0,0
812,HD 200964 b,237.000000,648.604980,Gas Giant,2010,1.599000,Jupiter,1.210000,Jupiter,1.565000,1.700000,0.090000,Radial Velocity,0,0
813,HD 200964 c,237.000000,648.604980,Gas Giant,2010,1.214000,Jupiter,1.220000,Jupiter,1.960000,2.300000,0.240000,Radial Velocity,0,0
814,HD 202206 c,150.000000,8.080000,Gas Giant,2004,46.282001,Jupiter,1.080000,Jupiter,2.410000,3.500000,0.220000,Radial Velocity,0,0
815,HD 202696 b,615.000000,8.230000,Gas Giant,2019,1.996000,Jupiter,0.000000,,1.566000,1.400000,0.010000,Radial Velocity,0,0
816,HD 202696 c,615.000000,8.230000,Gas Giant,2019,1.864000,Jupiter,0.000000,,2.342000,2.600000,0.030000,Radial Velocity,0,0
817,HD 202772 A b,527.000000,8.324000,Gas Giant,2019,1.017000,Jupiter,1.545000,Jupiter,5.208000,9.034000,0.040000,Transit,0,0
818,HD 203030 b,128.000000,8.450000,Gas Giant,2006,11.000000,Jupiter,1.290000,Jupiter,487.100006,11094.599609,0.000000,Direct Imaging,0,0
819,HD 20329 b,208.000000,8.760000,Super Earth,2022,7.420000,Earth,1.720000,Earth,18.000000,24.639999,0.000000,Transit,0,0
820,HD 203387 b,201.000000,4.280000,Gas Giant,2022,3.494000,Jupiter,1.170000,Jupiter,1.768000,1.400000,0.730000,Radial Velocity,0,0
821,HD 203387 c,201.000000,4.280000,Gas Giant,2022,747.507019,Jupiter,1.130000,Jupiter,5.068000,6.800000,0.200000,Radial Velocity,0,0
822,HD 203473 b,237.000000,8.230000,Gas Giant,2018,46.241001,Jupiter,1.120000,Jupiter,2.730000,4.300000,0.290000,Radial Velocity,0,0
823,HD 2039 b,280.000000,9.000000,Gas Giant,2002,6.290000,Jupiter,1.140000,Jupiter,2.200000,3.100000,0.710000,Radial Velocity,0,0
824,HD 204313 b,156.000000,7.990000,Gas Giant,2010,488.800995,Jupiter,1.150000,Jupiter,3.183000,5.600000,0.100000,Radial Velocity,0,0
825,HD 204313 c,156.000000,7.990000,Neptune-like,2015,1.720000,Earth,385.000000,Jupiter,211.212997,9.582000,0.060000,Radial Velocity,0,0
826,HD 204313 e,156.000000,7.990000,Gas Giant,2022,1.523000,Jupiter,1.090000,Jupiter,7.444000,20.100000,0.250000,Radial Velocity,0,0
827,HD 204941 b,94.000000,8.450000,Gas Giant,2011,0.230000,Jupiter,903.000000,Jupiter,2.550000,4.700000,0.370000,Radial Velocity,0,0
828,HD 205158 b,283.000000,7.840000,Gas Giant,2022,38.834999,Jupiter,1.230000,Jupiter,177.326004,6.926000,0.150000,Radial Velocity,0,0
829,HD 205739 b,302.000000,8.560000,Gas Giant,2008,1.370000,Jupiter,1.210000,Jupiter,896.000000,76.605003,0.270000,Radial Velocity,0,0
830,HD 206255 b,245.000000,7.620000,Neptune-like,2019,34.200001,Earth,577.000000,Jupiter,461.000000,26.283001,0.230000,Radial Velocity,0,0
831,HD 206610 b,480.000000,8.340000,Gas Giant,2009,2.036000,Jupiter,1.190000,Jupiter,1.740000,1.800000,0.100000,Radial Velocity,0,0
832,HD 206893 b,133.000000,668.804016,Gas Giant,2021,28.000000,Jupiter,1.250000,Jupiter,9.600000,25.600000,0.140000,Direct Imaging,0,0
833,HD 206893 c,133.000000,668.804016,Gas Giant,2022,46.215000,Jupiter,1.460000,Jupiter,3.530000,5.700000,0.410000,Direct Imaging,0,0
834,HD 20781 b,117.000000,8.480000,Super Earth,2019,1.930000,Earth,1.210000,Earth,529.000000,1.451000,0.100000,Radial Velocity,0,0
835,HD 20781 c,117.000000,8.480000,Neptune-like,2019,5.330000,Earth,2.170000,Earth,1.004000,38.056000,0.090000,Radial Velocity,0,0
836,HD 20781 d,117.000000,8.480000,Neptune-like,2019,10.610000,Earth,0.290000,Jupiter,1.647000,79.945000,0.110000,Radial Velocity,0,0
837,HD 20781 e,117.000000,8.480000,Neptune-like,2019,46.095001,Earth,342.000000,Jupiter,3.374000,23.408001,0.060000,Radial Velocity,0,0
838,HD 20782 b,117.000000,7.360000,Gas Giant,2006,1.087000,Jupiter,1.210000,Jupiter,1.364900,1.600000,0.950000,Radial Velocity,0,0
839,HD 207832 b,192.000000,8.780000,Gas Giant,2012,0.560000,Jupiter,1.260000,Jupiter,586.000000,43.832001,0.200000,Radial Velocity,0,0
840,HD 207832 c,192.000000,8.780000,Gas Giant,2012,0.730000,Jupiter,1.250000,Jupiter,2.112000,3.200000,0.270000,Radial Velocity,0,0
841,HD 207897 b,92.000000,8.370000,Super Earth,2021,46.125999,Earth,223.000000,Jupiter,1.163000,44.353001,0.050000,Transit,0,0
842,HD 20794 b,20.000000,4.260000,Super Earth,2011,46.205002,Earth,1.450000,Earth,1.207000,50.102001,0.000000,Radial Velocity,0,0
843,HD 20794 c,20.000000,4.260000,Super Earth,2011,46.113998,Earth,1.350000,Earth,2.036000,109.787003,0.000000,Radial Velocity,0,0
844,HD 20794 d,20.000000,4.260000,Super Earth,2011,46.237999,Earth,2.040000,Earth,3.499000,24.722000,0.000000,Radial Velocity,0,0
845,HD 20794 e,20.000000,4.260000,Super Earth,2017,4.770000,Earth,2.030000,Earth,509.000000,40.245998,0.290000,Radial Velocity,0,0
846,HD 208487 b,147.000000,7.470000,Gas Giant,2004,0.520000,Jupiter,1.270000,Jupiter,524.000000,3.561000,0.240000,Radial Velocity,0,0
847,HD 208527 b,1018.000000,638.984009,Gas Giant,2012,46.273998,Jupiter,1.110000,Jupiter,2.100000,2.400000,0.080000,Radial Velocity,0,0
848,HD 20868 b,156.000000,9.920000,Gas Giant,2008,1.250000,Jupiter,1.220000,Jupiter,0.950000,10.428000,0.750000,Radial Velocity,0,0
849,HD 208897 b,220.000000,650.820984,Gas Giant,2017,46.112999,Jupiter,1.210000,Jupiter,1.050000,96.564003,0.070000,Radial Velocity,0,0
850,HD 209458 b,158.000000,7.650000,Gas Giant,1999,0.730000,Jupiter,1.390000,Jupiter,4.707000,9.582000,0.000000,Radial Velocity,0,0
851,HD 210193 b,138.000000,7.830000,Gas Giant,2019,4.817000,Jupiter,1.270000,Jupiter,1.487000,1.800000,0.240000,Radial Velocity,0,0
852,HD 210277 b,69.000000,654.348022,Gas Giant,1998,1.290000,Jupiter,1.220000,Jupiter,1.130000,12.106000,0.480000,Radial Velocity,0,0
853,HD 210702 b,177.000000,593.021973,Gas Giant,2007,1.808000,Jupiter,1.200000,Jupiter,1.148000,969.473022,0.030000,Radial Velocity,0,0
854,HD 211403 b,271.000000,8.480000,Gas Giant,2021,5.540000,Jupiter,1.140000,Jupiter,768.000000,61.272999,0.080000,Radial Velocity,0,0
855,HD 211810 b,211.000000,8.590000,Gas Giant,2018,0.670000,Jupiter,1.250000,Jupiter,2.656000,4.300000,0.680000,Radial Velocity,0,0
856,HD 211970 b,43.000000,10.240000,Neptune-like,2019,13.000000,Earth,327.000000,Jupiter,143.000000,68.992996,0.150000,Radial Velocity,0,0
857,HD 212301 b,177.000000,7.760000,Gas Giant,2005,0.510000,Jupiter,1.270000,Jupiter,0.030000,6.023000,0.000000,Radial Velocity,0,0
858,HD 212771 b,363.000000,7.600000,Gas Giant,2009,2.390000,Jupiter,1.180000,Jupiter,1.190000,10.422000,0.080000,Radial Velocity,0,0
859,HD 213240 b,133.000000,6.810000,Gas Giant,2001,5.580000,Jupiter,1.140000,Jupiter,1.890000,2.400000,0.420000,Radial Velocity,0,0
860,HD 213472 b,210.000000,8.170000,Gas Giant,2021,46.145000,Jupiter,1.170000,Jupiter,13.000000,46.599998,0.530000,Radial Velocity,0,0
861,HD 213519 b,134.000000,7.680000,Neptune-like,2022,951.348999,Earth,272.000000,Jupiter,99.068001,30.389999,0.410000,Radial Velocity,0,0
862,HD 213885 b,157.000000,7.950000,Super Earth,2019,8.830000,Earth,1.745000,Earth,2.012000,27.378000,0.000000,Transit,0,0
863,HD 213885 c,157.000000,7.950000,Neptune-like,2019,19.950001,Earth,0.420000,Jupiter,56.798000,13.141000,0.000000,Radial Velocity,0,0
864,HD 21411 b,95.000000,7.880000,Gas Giant,2019,20.733999,Jupiter,0.850000,Jupiter,362.000000,23.080000,0.400000,Radial Velocity,0,0
865,HD 214823 b,331.000000,8.060000,Gas Giant,2016,1.959000,Jupiter,1.080000,Jupiter,3.078000,5.100000,0.160000,Radial Velocity,0,0
866,HD 215152 b,70.000000,8.110000,Super Earth,2018,1.819000,Earth,1.190000,Earth,57.638000,15.879000,0.000000,Radial Velocity,0,0
867,HD 215152 c,70.000000,8.110000,Super Earth,2018,1.720000,Earth,1.170000,Earth,67.392998,19.986000,0.000000,Radial Velocity,0,0
868,HD 215152 d,70.000000,8.110000,Super Earth,2018,2.801000,Earth,1.480000,Earth,8.799000,29.841999,0.000000,Radial Velocity,0,0
869,HD 215152 e,70.000000,8.110000,Super Earth,2018,2.877000,Earth,1.510000,Earth,15.417000,68.992996,0.000000,Radial Velocity,0,0
870,HD 215497 b,132.000000,8.960000,Neptune-like,2009,608.646973,Earth,214.000000,Jupiter,0.050000,10.677000,0.160000,Radial Velocity,0,0
871,HD 215497 c,132.000000,8.960000,Gas Giant,2009,0.330000,Jupiter,1.110000,Jupiter,1.282000,1.600000,0.490000,Radial Velocity,0,0
872,HD 216435 b,108.000000,6.030000,Gas Giant,2002,1.260000,Jupiter,1.220000,Jupiter,2.560000,3.600000,0.070000,Radial Velocity,0,0
873,HD 216437 b,87.000000,6.040000,Gas Giant,2002,2.223000,Jupiter,1.190000,Jupiter,2.497000,3.700000,0.320000,Radial Velocity,0,0
874,HD 216520 b,64.000000,7.530000,Neptune-like,2020,10.260000,Earth,284.000000,Jupiter,198.000000,971.937012,0.090000,Radial Velocity,0,0
875,HD 216520 c,64.000000,7.530000,Neptune-like,2020,9.440000,Earth,271.000000,Jupiter,528.000000,42.271999,0.120000,Radial Velocity,0,0
876,HD 216536 b,1227.000000,9.229000,Gas Giant,2015,46.143002,Jupiter,1.230000,Jupiter,0.610000,40.683998,0.380000,Radial Velocity,0,0
877,HD 216770 b,120.000000,8.110000,Gas Giant,2003,0.570000,Jupiter,1.260000,Jupiter,0.460000,32.443001,0.370000,Radial Velocity,0,0
878,HD 21693 b,108.000000,7.950000,Neptune-like,2019,8.230000,Earth,0.250000,Jupiter,1.455000,62.148998,0.120000,Radial Velocity,0,0
879,HD 21693 c,108.000000,7.950000,Neptune-like,2019,17.370001,Earth,387.000000,Jupiter,2.586000,14.702000,0.070000,Radial Velocity,0,0
880,HD 217107 b,65.000000,6.155000,Gas Giant,1998,46.082001,Jupiter,1.220000,Jupiter,0.080000,1.943000,0.130000,Radial Velocity,0,0
881,HD 217107 c,65.000000,6.155000,Gas Giant,2005,46.174999,Jupiter,1.180000,Jupiter,5.320000,11.700000,0.520000,Radial Velocity,0,0
882,HD 21749 c,53.000000,8.080000,Super Earth,2019,46.206001,Earth,892.000000,Earth,695.000000,21.355000,0.000000,Transit,0,0
883,HD 217786 b,181.000000,7.780000,Gas Giant,2011,1.385000,Jupiter,1.100000,Jupiter,244.501999,3.600000,0.310000,Radial Velocity,0,0
884,HD 217786 c,181.000000,7.780000,Neptune-like,2022,735.885986,Earth,234.000000,Jupiter,37.862999,68.445999,-0.520000,Radial Velocity,0,0
885,HD 217850 b,215.000000,8.520000,Gas Giant,2018,46.194000,Jupiter,1.080000,Jupiter,4.560000,9.600000,0.760000,Radial Velocity,0,0
886,HD 217958 b,202.000000,8.050000,Gas Giant,2022,5.916000,Jupiter,1.260000,Jupiter,3.748000,7.000000,0.160000,Radial Velocity,0,0
887,HD 218566 b,94.000000,8.600000,Gas Giant,2010,0.200000,Jupiter,832.000000,Jupiter,0.690000,6.179000,0.300000,Radial Velocity,0,0
888,HD 219077 b,95.000000,6.120000,Gas Giant,2012,975.299011,Jupiter,1.110000,Jupiter,5.935000,15.000000,0.770000,Radial Velocity,0,0
889,HD 219134 b,21.000000,556.911011,Super Earth,2015,4.740000,Earth,1.602000,Earth,3.876000,8.487000,0.000000,Radial Velocity,0,0
890,HD 219134 c,21.000000,556.911011,Super Earth,2015,4.360000,Earth,1.511000,Earth,653.000000,18.617001,0.060000,Radial Velocity,0,0
891,HD 219134 d,21.000000,556.911011,Super Earth,2015,16.170000,Earth,1.610000,Earth,237.000000,12.840000,0.140000,Radial Velocity,0,0
892,HD 219134 f,21.000000,556.911011,Super Earth,2015,46.088001,Earth,1.310000,Earth,1.463000,62.148998,0.150000,Radial Velocity,0,0
893,HD 219134 g,21.000000,556.911011,Neptune-like,2015,1.080000,Earth,293.000000,Jupiter,3.753000,25.790001,0.000000,Radial Velocity,0,0
894,HD 219134 h,21.000000,556.911011,Gas Giant,2015,0.340000,Jupiter,1.140000,Jupiter,3.110000,6.200000,0.060000,Radial Velocity,0,0
895,HD 219139 b,342.000000,584.862976,Gas Giant,2021,0.780000,Jupiter,1.240000,Jupiter,0.940000,7.542000,0.110000,Radial Velocity,0,0
896,HD 219415 b,539.000000,8.909000,Gas Giant,2012,1.000000,Jupiter,1.230000,Jupiter,3.200000,5.700000,0.400000,Radial Velocity,0,0
897,HD 219666 b,307.000000,9.809000,Neptune-like,2018,46.188999,Earth,0.420000,Jupiter,6.356000,16.427000,0.000000,Transit,0,0
898,HD 219828 b,238.000000,8.040000,Neptune-like,2007,1.894000,Earth,408.000000,Jupiter,48.558998,10.403000,0.090000,Radial Velocity,0,0
899,HD 219828 c,238.000000,8.040000,Gas Giant,2016,170.123001,Jupiter,1.090000,Jupiter,5.657000,13.100000,0.810000,Radial Velocity,0,0
900,HD 220074 b,1059.000000,640.606995,Gas Giant,2012,16.639999,Jupiter,1.090000,Jupiter,1.600000,1.800000,0.140000,Radial Velocity,0,0
901,HD 220197 b,210.000000,8.920000,Gas Giant,2018,0.200000,Jupiter,832.000000,Jupiter,2.729000,4.700000,0.190000,Radial Velocity,0,0
902,HD 220689 b,153.000000,7.740000,Gas Giant,2012,1.118000,Jupiter,1.230000,Jupiter,3.396000,6.200000,0.050000,Radial Velocity,0,0
903,HD 220773 b,165.000000,710.830994,Gas Giant,2011,1.450000,Jupiter,1.210000,Jupiter,4.940000,10.200000,0.510000,Radial Velocity,0,0
904,HD 220842 b,211.000000,7.980000,Gas Giant,2016,3.180000,Jupiter,1.170000,Jupiter,0.740000,5.982000,0.400000,Radial Velocity,0,0
905,HD 221287 b,182.000000,7.820000,Gas Giant,2007,46.268002,Jupiter,1.170000,Jupiter,1.250000,12.487000,0.080000,Radial Velocity,0,0
906,HD 221416 b,312.000000,8.150000,Gas Giant,2019,0.190000,Jupiter,836.000000,Jupiter,1.228000,39.151001,0.120000,Transit,0,0
907,HD 221420 b,102.000000,5.820000,Gas Giant,2019,200.214996,Jupiter,1.080000,Jupiter,8.416000,23.600000,0.080000,Radial Velocity,0,0
908,HD 221585 b,182.000000,7.457000,Gas Giant,2016,1.610000,Jupiter,1.210000,Jupiter,2.306000,3.200000,0.120000,Radial Velocity,0,0
909,HD 222076 b,297.000000,7.470000,Gas Giant,2016,1.560000,Jupiter,1.210000,Jupiter,1.830000,2.400000,0.080000,Radial Velocity,0,0
910,HD 222155 b,165.000000,711.716003,Gas Giant,2011,46.358002,Jupiter,1.190000,Jupiter,5.140000,11.000000,0.160000,Radial Velocity,0,0
911,HD 222582 b,138.000000,7.680000,Gas Giant,1999,8.370000,Jupiter,1.120000,Jupiter,1.340000,1.600000,0.730000,Radial Velocity,0,0
912,HD 224538 b,258.000000,8.060000,Gas Giant,2016,702.950989,Jupiter,1.130000,Jupiter,2.373000,3.300000,0.480000,Radial Velocity,0,0
913,HD 224693 b,305.000000,8.230000,Gas Giant,2006,0.700000,Jupiter,1.250000,Jupiter,191.000000,7.310000,0.100000,Radial Velocity,0,0
914,HD 22496 b,44.000000,8.570000,Neptune-like,2021,5.570000,Earth,2.220000,Earth,51.000000,13.963000,0.000000,Radial Velocity,0,0
915,HD 22532 b,526.000000,7.850000,Gas Giant,2022,46.358002,Jupiter,1.190000,Jupiter,1.900000,2.400000,0.030000,Radial Velocity,0,0
916,HD 22781 b,106.000000,8.780000,Gas Giant,2011,13.650000,Jupiter,1.100000,Jupiter,1.167000,1.400000,0.820000,Radial Velocity,0,0
917,HD 23079 b,109.000000,7.120000,Gas Giant,2001,2.610000,Jupiter,1.180000,Jupiter,1.600000,2.000000,0.100000,Radial Velocity,0,0
918,HD 23127 b,306.000000,8.580000,Gas Giant,2006,1.527000,Jupiter,1.210000,Jupiter,2.370000,3.300000,0.410000,Radial Velocity,0,0
919,HD 231701 b,355.000000,8.970000,Gas Giant,2007,1.130000,Jupiter,1.220000,Jupiter,567.000000,3.876000,0.130000,Radial Velocity,0,0
920,HD 233604 b,2763.000000,10.291000,Gas Giant,2013,6.575000,Jupiter,1.130000,Jupiter,747.000000,52.566002,0.050000,Radial Velocity,0,0
921,HD 233832 b,192.000000,10.150000,Gas Giant,2018,1.780000,Jupiter,1.200000,Jupiter,2.827000,5.600000,0.360000,Radial Velocity,0,0
922,HD 23472 b,127.000000,9.730000,Super Earth,2019,8.320000,Earth,2.000000,Earth,1.162000,48.459000,0.070000,Transit,0,0
923,HD 23472 c,127.000000,9.730000,Super Earth,2019,3.410000,Earth,1.870000,Earth,1.646000,8.158000,0.060000,Transit,0,0
924,HD 23472 d,127.000000,9.730000,Terrestrial,2022,0.550000,Earth,0.750000,Earth,4.298000,109.514000,0.070000,Transit,0,0
925,HD 23472 e,127.000000,9.730000,Terrestrial,2022,0.720000,Earth,818.000000,Earth,68.000000,2.162000,0.070000,Transit,0,0
926,HD 23472 f,127.000000,9.730000,Super Earth,2022,0.770000,Earth,1.137000,Earth,906.000000,3.340000,0.070000,Transit,0,0
927,HD 23596 b,170.000000,726.122009,Gas Giant,2003,1.156000,Jupiter,1.110000,Jupiter,2.692000,4.200000,0.280000,Radial Velocity,0,0
928,HD 238090 b,50.000000,9.710000,Neptune-like,2020,6.890000,Earth,225.000000,Jupiter,932.000000,37.507999,0.300000,Radial Velocity,0,0
929,HD 238914 b,1694.000000,8.770000,Gas Giant,2018,6.000000,Jupiter,1.140000,Jupiter,5.700000,11.200000,0.560000,Radial Velocity,0,0
930,HD 240210 b,1215.000000,8.270000,Gas Giant,2009,5.210000,Jupiter,1.140000,Jupiter,1.160000,1.400000,0.150000,Radial Velocity,0,0
931,HD 240237 b,3045.000000,8.190000,Gas Giant,2011,15.890000,Jupiter,1.090000,Jupiter,1.920000,2.000000,0.400000,Radial Velocity,0,0
932,HD 24040 b,152.000000,7.515000,Gas Giant,2006,3.860000,Jupiter,1.160000,Jupiter,4.920000,10.000000,0.040000,Radial Velocity,0,0
933,HD 24040 c,152.000000,7.515000,Gas Giant,2021,201.000000,Jupiter,834.000000,Jupiter,1.300000,1.400000,0.110000,Radial Velocity,0,0
934,HD 24064 b,979.000000,674.616028,Gas Giant,2015,12.890000,Jupiter,1.100000,Jupiter,1.290000,1.500000,0.350000,Radial Velocity,0,0
935,HD 24085 b,179.000000,7.570000,Neptune-like,2019,46.244999,Earth,309.000000,Jupiter,34.000000,54.757000,0.220000,Radial Velocity,0,0
936,HD 25015 b,122.000000,8.870000,Gas Giant,2019,901.848022,Jupiter,1.120000,Jupiter,6.245000,16.799999,0.340000,Radial Velocity,0,0
937,HD 25171 b,181.000000,7.770000,Gas Giant,2010,915.000000,Jupiter,1.240000,Jupiter,2.971000,4.900000,0.040000,Radial Velocity,0,0
938,HD 25723 b,375.000000,560.075012,Gas Giant,2020,46.144001,Jupiter,1.180000,Jupiter,1.490000,12.511000,0.040000,Radial Velocity,0,0
939,HD 25912 b,160.000000,8.200000,Neptune-like,2022,3.802000,Earth,615.000000,Jupiter,241.871994,11.444000,0.050000,Radial Velocity,0,0
940,HD 25912 c,160.000000,8.200000,Gas Giant,2022,1.652000,Jupiter,1.090000,Jupiter,17.778999,72.099998,0.050000,Radial Velocity,0,0
941,HD 260655 b,33.000000,9.630000,Super Earth,2022,2.140000,Earth,1.240000,Earth,2.933000,7.665000,0.040000,Transit,0,0
942,HD 260655 c,33.000000,9.630000,Super Earth,2022,46.268002,Earth,1.533000,Earth,4.749000,15.605000,0.040000,Transit,0,0
943,HD 26161 b,133.000000,689.333008,Gas Giant,2021,46.154999,Jupiter,1.100000,Jupiter,20.400000,87.699997,0.820000,Radial Velocity,0,0
944,HD 2638 b,179.000000,9.440000,Gas Giant,2005,0.420000,Jupiter,1.280000,Jupiter,0.040000,9.308000,0.000000,Radial Velocity,0,0
945,HD 2685 b,642.000000,9.595000,Gas Giant,2019,1.170000,Jupiter,1.440000,Jupiter,568.000000,11.225000,0.090000,Transit,0,0
946,HD 26965 b,16.000000,442.018005,Neptune-like,2018,8.470000,Earth,254.000000,Jupiter,0.000000,11.608000,0.040000,Radial Velocity,0,0
947,HD 27442 b,60.000000,4.440000,Gas Giant,2000,1.560000,Jupiter,1.210000,Jupiter,1.271000,1.172000,0.060000,Radial Velocity,0,0
948,HD 27631 b,164.000000,8.260000,Gas Giant,2012,1.494000,Jupiter,1.210000,Jupiter,3.242000,6.000000,0.140000,Radial Velocity,0,0
949,HD 27894 b,143.000000,9.360000,Gas Giant,2005,61.938999,Jupiter,1.260000,Jupiter,125.366997,49.280998,0.050000,Radial Velocity,0,0
950,HD 27894 c,143.000000,9.360000,Gas Giant,2017,162.000000,Jupiter,735.000000,Jupiter,198.000000,9.883000,0.020000,Radial Velocity,0,0
951,HD 27894 d,143.000000,9.360000,Gas Giant,2017,678.166992,Jupiter,1.130000,Jupiter,5.359000,13.800000,0.340000,Radial Velocity,0,0
952,HD 27969 b,222.000000,7.660000,Gas Giant,2021,46.237999,Jupiter,1.150000,Jupiter,1.552000,1.800000,0.180000,Radial Velocity,0,0
953,HD 28109 b,455.000000,9.420000,Super Earth,2022,18.496000,Earth,2.199000,Earth,1.357000,62.695999,3.307000,Transit,0,0
954,HD 28109 c,455.000000,9.420000,Neptune-like,2022,7.943000,Earth,377.000000,Jupiter,308.000000,15.331000,1.203000,Transit,0,0
955,HD 28109 d,455.000000,9.420000,Neptune-like,2022,5.681000,Earth,0.290000,Jupiter,411.000000,23.080000,864.000000,Transit,0,0
956,HD 28185 b,128.000000,7.800000,Gas Giant,2001,583.181030,Jupiter,1.140000,Jupiter,1.034000,10.554000,0.050000,Radial Velocity,0,0
957,HD 28185 c,128.000000,7.800000,Gas Giant,2022,1.958000,Jupiter,1.080000,Jupiter,13.109000,47.700001,0.120000,Radial Velocity,0,0
958,HD 28192 b,162.000000,8.060000,Gas Giant,2022,31.091000,Jupiter,1.080000,Jupiter,117.885002,3.887000,0.100000,Radial Velocity,0,0
959,HD 28254 b,180.000000,7.690000,Gas Giant,2010,1.160000,Jupiter,1.220000,Jupiter,2.150000,3.100000,0.810000,Radial Velocity,0,0
960,HD 285507 b,147.000000,10.490000,Gas Giant,2013,0.980000,Jupiter,1.230000,Jupiter,0.060000,1.670000,0.090000,Radial Velocity,0,0
961,HD 285968 b,31.000000,9.950000,Neptune-like,2008,46.119999,Earth,253.000000,Jupiter,66.000000,24.093000,0.000000,Radial Velocity,0,0
962,HD 28678 b,619.000000,8.380000,Gas Giant,2011,1.542000,Jupiter,1.210000,Jupiter,1.180000,10.409000,0.150000,Radial Velocity,0,0
963,HD 29021 b,101.000000,7.760000,Gas Giant,2017,4.470000,Jupiter,1.150000,Jupiter,2.280000,3.700000,0.460000,Radial Velocity,0,0
964,HD 290327 b,184.000000,8.990000,Gas Giant,2009,2.430000,Jupiter,1.180000,Jupiter,3.430000,6.700000,0.080000,Radial Velocity,0,0
965,HD 29399 b,144.000000,5.790000,Gas Giant,2022,1.570000,Jupiter,1.210000,Jupiter,1.913000,2.400000,0.050000,Radial Velocity,0,0
966,HD 2952 b,359.000000,5.925800,Gas Giant,2013,1.370000,Jupiter,1.210000,Jupiter,1.230000,8.531000,0.130000,Radial Velocity,0,0
967,HD 29985 b,102.000000,9.980000,Gas Giant,2022,591.997009,Jupiter,1.140000,Jupiter,13.283000,56.500000,0.260000,Radial Velocity,0,0
968,HD 30177 b,181.000000,8.410000,Gas Giant,2002,868.799011,Jupiter,1.120000,Jupiter,3.603000,6.900000,0.210000,Radial Velocity,0,0
969,HD 30177 c,181.000000,8.410000,Gas Giant,2016,1.346000,Jupiter,1.130000,Jupiter,10.273000,33.099998,0.040000,Radial Velocity,0,0
970,HD 30562 b,85.000000,577.466003,Gas Giant,2009,1.220000,Jupiter,1.220000,Jupiter,2.340000,3.200000,0.760000,Radial Velocity,0,0
971,HD 30669 b,189.000000,9.120000,Gas Giant,2014,0.470000,Jupiter,1.270000,Jupiter,2.690000,4.600000,0.180000,Radial Velocity,0,0
972,HD 30856 b,428.000000,7.910000,Gas Giant,2011,1.547000,Jupiter,1.210000,Jupiter,1.850000,2.300000,0.060000,Radial Velocity,0,0
973,HD 31253 b,190.000000,713.265991,Gas Giant,2010,0.620000,Jupiter,1.260000,Jupiter,1.260000,12.758000,0.300000,Radial Velocity,0,0
974,HD 31527 b,125.000000,7.490000,Neptune-like,2019,10.470000,Earth,288.000000,Jupiter,1.254000,45.448002,0.100000,Radial Velocity,0,0
975,HD 31527 c,125.000000,7.490000,Neptune-like,2019,14.160000,Earth,343.000000,Jupiter,2.663000,14.017000,0.040000,Radial Velocity,0,0
976,HD 31527 d,125.000000,7.490000,Neptune-like,2019,11.820000,Earth,309.000000,Jupiter,8.098000,7.438000,0.240000,Radial Velocity,0,0
977,HD 3167 b,154.000000,8.970000,Super Earth,2016,4.730000,Earth,1.627000,Earth,1.802000,27.378000,0.100000,Transit,0,0
978,HD 3167 c,154.000000,8.970000,Neptune-like,2016,10.670000,Earth,261.000000,Jupiter,1.783000,8.158000,0.150000,Transit,0,0
979,HD 3167 d,154.000000,8.970000,Super Earth,2017,46.085999,Earth,2.090000,Earth,7.703000,23.271000,0.440000,Radial Velocity,0,0
980,HD 3167 e,154.000000,8.970000,Neptune-like,2022,9.740000,Earth,276.000000,Jupiter,4.048000,27.952999,0.600000,Radial Velocity,0,0
981,HD 32518 b,398.000000,643.005005,Gas Giant,2009,46.115002,Jupiter,1.170000,Jupiter,0.590000,4.312000,0.010000,Radial Velocity,0,0
982,HD 32963 b,124.000000,7.600000,Gas Giant,2015,0.700000,Jupiter,1.250000,Jupiter,3.410000,6.500000,0.070000,Radial Velocity,0,0
983,HD 330075 b,148.000000,9.360000,Gas Giant,2004,0.480000,Jupiter,1.270000,Jupiter,0.040000,9.308000,0.000000,Radial Velocity,0,0
984,HD 331093 b,164.000000,8.380000,Gas Giant,2021,46.143002,Jupiter,1.210000,Jupiter,1.440000,1.700000,0.590000,Radial Velocity,0,0
985,HD 33142 b,396.000000,7.960000,Gas Giant,2011,1.260000,Jupiter,1.220000,Jupiter,1.074000,9.034000,0.050000,Radial Velocity,0,0
986,HD 33142 c,396.000000,7.960000,Gas Giant,2018,0.890000,Jupiter,1.240000,Jupiter,1.955000,2.200000,0.080000,Radial Velocity,0,0
987,HD 33142 d,396.000000,7.960000,Gas Giant,2022,0.200000,Jupiter,832.000000,Jupiter,452.000000,24.613001,0.190000,Radial Velocity,0,0
